portrait,space_sw
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,抑郁 来自 父母 原本 正常 小孩子 六岁 那年 妈妈 出轨 分开 那天 晚上 一宿 早上 醒来 一年级 二年级 期末考试 我家 学校 事情 沸沸扬扬 同学 下午 放学 办公室 老师 议论 家里 事情 产生 严重 负罪感 正常 小孩子 新家 特别 习惯 我要 陌生 男人 爸爸 特别 难过 亲生 父亲 不敢 彻底 绝望 情况 一点儿 成绩 慢慢 习惯 接受 哥哥 爸爸 一起 暂且 不提 三次 小学 经历 妈妈 感情 不好 吵架 晚上 吵架 感觉 胸口 狠狠 打击 男人 做事 从小 察言观色 再也 不敢相信 任何人 妈妈 男人 厮混 一起 五年级 成绩 超好 每天 上下学 再也 不敢 妈妈 说话 妈妈 厮混 男人 第三个 爸爸 特别 绝望 感觉 尊严 彻底 打破 六年级 转回 第一个 读书 地方 六年级 经历 决定 放弃 学习 越来越 发誓 以后 生活 亲生 爸爸 来看 妈妈 坏话 三观 破裂 离婚 初中 成绩 奋起 初三 身份 问题 再也 拼命 初二 爸爸 亲生 爸爸 居然 奇葩 父母 狗血 家庭 考上 三流 高中 半个 学期 没读 自杀未遂 回来 从那时起 常常 离家出走 实在 肚子饿 喝口 凉水 办法 送到 外地 上班 告诉 无缘无故 无缘无故 原生 家庭出身 孩子 优秀 践踏 加油 转个 学会 倾诉 扛不住 倾诉 正常人 抑郁症 原生 家庭 烦恼 快要 扛不住 害怕 抑郁 控制不了 逃离 控制不了 倾诉 同学 离开 世界 噩耗 倾诉 离开 倾诉 最大 愿望 能得 不痛不痒 绝症 加油 自我 治疗
tb.1.612dbe36.2UzDRldTWSB3EI8tVxiIng,中度 吃药 中度 抑郁 危险
tb.1.614fea95.mwFzLaS4lkZTCITEYP6Qvg,周一 医生 舍曲林 磋伦 吃药 第一天 吃药前 用水 面包 吃不下 我怕 以后 抗抑郁 药变 舍曲林 吃不下
tb.1.617e79a6.o8oqyKtJjcTfwMrGfLS48g,必须 吃药 低估 药物 作用 相信 医生 吃药 带来 正反馈 绝对 副作用 大得多
tb.1.621d4cba.m8RbffOOmpxpMAuw4N1D1A,好友 撑不住 问题 出门 只想 孩子 难受
tb.1.627bb978.z53_DfCN7W8ukUtacWgLsg,深深 深深 深深 深有同感 回复 离殇 YINGLUO 当年 事情 不提 确实 承受 内心 波动 回复 离殇 YINGLUO 看来 故事 希望 高个子 可惜 不行 不必 回复 离殇 YINGLUO 发现 不想 当年 事情 哈哈哈 姐们 毛病 回复 离殇 YINGLUO 能量 满满 抑郁症 疾病 症候群 关联 症状 集合 常见 症状 中有 社交 恐惧 社交 恐惧 抑郁症 回复 离殇 YINGLUO 评论 建议 一起 分开 决定 遵从 意愿 别人 意见 仅供参考 回复 离殇 YINGLUO 楼弯 没事 哈哈哈 开玩笑
tb.1.62c1d0cd.k3yC9RvxbZwgUu7pmeN4VQ,间歇性 抑郁症 玩游戏 开心 减少 发病
tb.1.62c31296.UvLmIk5XSueyP-sOuqjCuw,断断续续 抑郁 情绪 一点儿 了解 在意 确诊 两三个 偏重 精神病 抑郁症 重要 高中 高二一 整年 基本 去过 听不懂 很惨 我要 高三 一起 加油 世界 高二休 高三 在家 打游戏 硬生生 从小 变成 意识流 玩不出 乐趣 五官 全者 后面 加一 南瓜 记住 回复 一缕 清嫣 好孩子 能力 孩子 世上 受苦 孩子 养活 情况 保证 孩子 热爱 世界 打胎 身体 损害 好大 辛苦 回复 猪用 名字 精神分裂 精神病 回复 猪用 名字 抑郁症 精神性 偏重 带点 精神病 症状 回复 小小 裁缝 父母 同意 我生 父母 自私 回复 小小 裁缝 说句 不好 能力 养好 养养 就养 第一次 父母 第一次 孩子 嫌弃 但养 变成 孩子 孝顺 孩子 幸运 没得 简单 痊愈 不想 活着 说话 原来 腰疼 回复 小小 裁缝 蜜罐 长大 眼里 看到 全世界 别人 思想 思想 抑郁症 心理疾病 生理 疾病 二者 结合 自然 能力 厉害 医生 治病救人 总比 评论 害人 回复 小小 裁缝 说话 大脑 天打雷劈 回复 小小 裁缝 意思 世界 排挤 活得 开开心心 毫无 负担 校园 欺凌 全班 温柔 羞辱 家长 开心 觉得 成熟 恕我直言 发育 成熟 小学生 幼稚 无脑 思维 系统 回复 五官 全者 嘿嘿嘿 反驳 回复 离轨 确诊 以后 吃药 类型 明确 方向 康复 回复 离轨 主要 专业 心理医生 他会 主动 了解 情况 比较 确切 诊断 做题 认为 回复 Legen 一起 回复 窝头 自闭 抱抱 明年 高考 上课 不行 一到 需要 集中精力 脑子 可怕 发疯 状态 不用 思考 手抄 东西 不行 打游戏 认真 无论是 人生 游戏 在乎 在乎 输赢 难过 回复 伯劳 修养 身心 一起 加油 不想 加油 地上 趴会 加油
tb.1.632c0523.mfJQauUekbjecHMb3Zf-Pw,活着 活着 最大 奇迹 世界 完美 守护 北京 免费 心理 危机 咨询 热线 gun 活着 最大 奇迹 世界 美好 探索 活着 活着 设置 接收 消息 帮助 zisha 构成 故意杀人罪 帮助 自杀 属于 情节 较轻 第五种 情形 处年 以下 有期徒刑 故意杀人罪 刑法 第条 故意 非法 剥夺 生命 行为 犯本罪 情节 较轻 处年 以下 有期徒刑 zisha 打错 别真 自杀 坚持 不想 电话 真要 自杀 手机 电脑 前人 人要 健健康康 帮助 总比 自杀 看到 自杀 算了 确实 回复 百分之九十九 不该 希望 坚强 活下去
tb.1.638a721d.SfLMAmjoJlA_Ci_JeFbKYQ,讨厌 阳光 讨厌 白天 不想 暴露 白天 之中 喜欢 黑夜 黑夜 感觉 安全 别人 看不清 喜欢 冬天 阴天 下雨天 朋友 理解 一个个 觉得 奇怪 了解 悲惨 了解 煎熬 度过 体会 痛苦 安静 腼腆 心里 一大堆 负面 情绪 几乎 每天 身体 爆发 外人 看不出来 痛苦 折磨 经常 不敢 日复一日 日子 沉浸 悲伤 无法自拔 坚强 每次 备受 打击
tb.1.641700ec.mnXdyYUD4LGcvQS0wl1eOg,中学 压力 崩溃 苛责 感受 重要 这辈子
tb.1.642819ad.tPhGNrFwpvmad3aR5OWu6Q,好吃 完药 以后 多长时间 见效 服药 几小时 以后 感觉 药效 明显 副作用
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,默契 三观 不合 牵强 觉得 舒服 东西 改掉 不适 行为 价格 状态 不好 爱情 东西 神奇 感觉 私密 别人 体会 不深 山下 火海 口中 反复 情绪 拉锯战 反复 七八年 停药 继续 服药 药物 控制 状态 后见 生活 哪来 意义 意义 创造 生个 养大 意义 工作 贡献 意义 所说 意义 理由 摆脱 痛苦 抑郁 汪洋 被淹 小船 不过意 怅然 舒服 寻找 理解 理解 容易 情绪化 安抚 需要 表达 痛苦 别人 脑洞 估计 孤独 结婚 生子 三天 晚安 文飞 毛用 直接 整氯氮平 本书 觉得 本书 觉得 适合 度大 比较 容易 理解 不像 专业化 特别 一行 一分钟 比较 容易 理解 抑郁症 崩溃 养好 孤独 住院 反正 痛苦 戒断 很爽 重度 抑郁 住院 焦虑 必定 住院 焦虑 使人 更加 痛苦 像是 高潮 抑郁 苦海 焦虑 难撑 抑郁 难熬 语音 专业 队友 抑郁症 却是 人少 不好意思 生活 挫折 抑郁 实测值 多少倍 情绪低落 不足 抑郁症 原生 家庭 伤害 尊重 情绪稳定 建议 换个 环境 容易 误解 委屈 情绪 体内 炸裂 行为 不难看出 交流 几乎 没用 理解 环境 适合 来来来 想法 指条 新路子 愿意 尝试 看书 认知 行为 治疗 不同 看法 举个 考试 迟到 正常人 快点 抑郁症 考试 迟到 成绩 人生 无望 感受 来自 想法 药物 作用 训练 不去 连续 想法 问题 问题 问题 行动 困难 后期 焦虑 面对 压力 环境 带来 困扰 感觉 心烦 药物 想法 自主 刻意 消减 患病 中期 痛苦 精力 体力 行动 低下 后期 认知 行为 治疗 详细 参考 书籍 有用 欢迎 人格解体 萌新 尽量 尽量 控制 第一次 停药 感觉 以后 吃药 感觉 重回 抑郁 微调 药物 看成 枷锁 深刻 感同身受 谈不上 强迫 完美主义 体会 带来 痛苦 多么 痛苦 剖析 建议 试试 深度 本书 大致 围绕 认知 行为 治疗 比较 松散 核心 观念 自动化 消极 思维 联系 深入 尝试 了解 焦虑 认知 行为 治疗 有用 慢慢 康复 逃避 生活 主要 时间 持续 长短 时间 认真 处理 抗焦虑 药物 想法 带来 感受 难过 一生 伴侣 难过 未来 遇到 不准 一生 想法 难过 正常 情绪 波动 肯定 需要 训练 愿意 有用 有用 两句 愿意 努力 彻底 摆脱 状态 像是 突破 阴雨 难受 需要 付出 努力 不错 祝你快乐 阅历 人生 苦难 快乐 觉得 人间 值得 值得
tb.1.65f5a380.9gZjhPPa_98t6i2wjTfD6g,可不可以 医生 比较 医院 网上 好难
tb.1.66c143d8.N4JCJtYuG3ZFn89YmVlTCQ,能奈 农村 后代
tb.1.66d3b318.GovcPn82Y_xlxlX3vBeoWw,草酸 阿普 两种 吃睡 很快 第二周 医生 不让 阿普 草酸 睡眠 变得 特别 不好 失眠 开心 特别 喜欢 扭着 别人 撒娇 心情 特别 特别 开心 别人 觉得 腻烦 事情 算不算 双向 后面 多月 发现 效果 地方 阿普 以后 失眠
tb.1.67230bff.xKvghn0ndpJzmTTTqT1u2g,大约 十年 感情 麻木 发生 身上 事情 不怎么 在意 手机 钱包 感觉 心疼 感觉 麻烦 有钱人 旅游 试试 带上 最好 开车
tb.1.6764cd8c.14yuXvWcdZ8hVyynzHeKLw,简单 道理 早就 明白 中国 明白 中国 道德观 官方 定好 老百姓 说了算 官方 媒体 说了算 中国 懒得 思考 思考 没用 思想 传播 媒体 全由 ZF 控制 ZF 便于 统治 愚民 大行其道 老百姓 长着 大脑 智慧 闪光 中国 无头 中国 一群 装比汉 社会 最底层 利益 不断 侵害 始终 有着 统治阶级 愚民 国家 一套 道德 标准 关键 理解 正确 中国 东亚 病夫 中国 魔鬼 中国 文化 根是 西方人 人性 理解 正确 本恶 向善 西方人 人性 约束 解放 基础 认识 真确 台湾 进步 西式 文化 文化 慢慢 文化 帮助 战胜 魔鬼
tb.1.67b1a3a2.AezxGOq3NcRsjdR_30z7zg,社恐 严重 感觉 笨手笨脚 错觉 社恐 严重 焦虑 任何人 严重 焦虑 情况 很难 保持 技能 正常 发挥 出现 情况 千万 逃避 逃避 感觉 发现 逃避 解决不了 解决不了 抑郁 抑郁 抑郁 情况 排斥 交流 排斥 社交 陷入 恶性循环 趁早 改变 能力 改变 尝试 求助 求助 同病 相连 倾诉 寻找 解决办法 发现 奇怪 问题 白天 难受 容易 想到 生命 意义 不好 判断 晚上 回复 正常 想法 截然不同 同一个 认知 不同 说明 告诉 场病 生命 意义 周围 无法 理解 正常 理解 最大 难点 痛苦 无人 理解 高兴 值得 浪费时间 报复 鸭子 劲儿 心里 鄙视 实际上 人渣 早晚 遭报应 佛教 下辈子 搞不好 变成 蚊子 别人 一巴掌 拍死 抑郁症 思考 条件 生命 意义 丰富 抑郁 发现 生命 意义 快乐 快乐 取决于 满足 心理 需求 微笑 面具 生活 拥有 喜怒哀乐 微笑 机器 嘿嘿 愿意 聊聊天 倾诉 能量 负负得正 尽力 准备 医生 抑郁 能量 一大 wx yylwin 备注 下贴
tb.1.67f4aded.Gups5WB4qN3unU7iYzeTUQ,老婆 抑郁症 很多年 小事 几句 回到 墙上 十字绣 砸烂 家里 盆花 压在 心里 怒火 控制 大声 几句 反击 激烈 自杀 受气 没敢 对不起 在外 上班 担心 儿子 打电话 发微信 发微信 没回 打电话 不通 担心 脑子 有事 晚上 床上 眼泪 婚姻 好累
tb.1.687c156._-OY92FZE2ecR2FRcGPKcw,抑郁症 住院治疗 出院 一个多月 感觉 好多 早醒 醒来 睡不着 加油 孩子
tb.1.68a925ef.a1ZZgSnHCZqLuFPwtISxqQ,喝杯 奶茶 倾诉 需要 医院 察觉到 身体 变化 每天 特别 安然 入睡 不行 反反复复 辗转反侧 夜不能寐 闭眼 眼前 浮现 各种各样 清零 有好有坏 有悲 有喜 每天 醒来 闷闷不乐 不知 总是 莫名 开心
tb.1.68b4a210.TQx2KLYkMpgj4PLuN6ob5A,难受 人身 感受 疼爱 世界
tb.1.6951e6da.Rh3eP7ZEyDiz4bsovOcBHQ,问题 比较严重 工作 呆家 休息 睡眠 恢复正常 抑郁症 工作 感情 不如意 情况 长久 压抑 情绪 导致 情况 曾经 情况 生不如死 神经质 生活 折磨 一段时间 恢复正常 相信 伤害 想一想 正常 相信 恢复过来
tb.1.69fcd029.FRFDW8e26n5VHpot6bgSWg,倾诉 幼时 父母 离异 启蒙 母亲 再婚 弟弟 一年级 同学 家长 找上门 指使 同学 家里 母亲 不信 解释 当天 晚上 脚底 露出 铁丝 衣架 打烂 同学 冤枉 同学 妈妈 继续 肿得 说话 母亲 老师 亲自 告发 小偷 老师 班上 揭发 罪行 班长 职务 去向 同学 借书 同学 借给 以后 别人 二年级 发了 奖学金 母亲 断定 丢失 奖学金 母亲 不信 直到 打到 受不了 承认 学校 商铺 母亲 喜欢 偷钱 买辣条 四年级 接到 亲身 父亲 生活 全然 陌生 环境 企图 交朋友 倾诉 始终 遭到 异样 眼光 洁癖 别人 不在乎 坐在 地上 玩耍 不行 别人 好友 喝一杯 不行 亲人 杯子 忍受 老师 批上 合群 标签 五六年 难过 说话 朋友 同学 评价 冷漠 毕业 老师 唯独 担心 人际交往 影响 初一 企图 交往 发现自己 插不上 听不懂 逃避 社交 匆匆 上下学 匆匆 食堂 教室 变得 认识 别人 不耐烦 眼神 微不足道 崩溃 几分钟 恢复 平静 敏感 很小 悲伤 极致 绞痛 冷得 不得了 有时 大口 呼吸 缓解 可怜 依然 热爱 世界 从未有过 轻生 念头 觉得 或许 多想 无病呻吟 发出 怀疑 可怜 资格 抱怨 纯粹 没事找事 偏爱 有恃无恐 偏爱 小心翼翼 难受 说不出来 难受 几乎 抑郁症 症状 咨询 心理医生 检查 狭隘 敏感 矫情 没事找事 轻易 地为 失信 理由 容易 原谅 不耐烦 别人 不行 每次 出门 心里 绷着 情绪 失控 食堂 只觉 如芒在背 黑暗 病弱 身体 一起 腐朽 心灵 希望 看到 曙光 加油 六年 无忧无虑 纯粹 童年 时光 外婆 外公 外地 上学 后面 一系列 事情 每次 假期 结束 异地 求学 感觉 一具 行尸走肉 不敢 想到 痛得 流泪 有时候 朋友 喜欢 生活 似乎 盼头 好似 书上 看到 纸片 觉得 妄想 我无才 无貌 懦弱 愚昧 工作 生活 避免 伤害 别人 避免 伤害 开朗 活泼 走向 冷漠 内向 多疼 建议 从事 写作 工作 不用 社交 人去 大山 大海 风声 雨声 大自然 治愈 有时候 情绪 突然 崩溃 特别 别人 来时 目光 一瞬间 难堪 抱抱 经济 困难 从事 不用 打交道 工作 写作 理解 比较 倾诉 方式 不用 不用 写得 多么 正式 想到 建议 写作 需要 思考 容易 钻进 死胡同 情绪 更糟
tb.1.6ac21050.EDC-dHp_7ffWOHYgvbOpeg,倾诉 是我太 省钱 骗钱 活该 难过 越想 做好 不好
tb.1.6ad123db.QBt-UoW3PZ1ZkU20NEWVSg,莫得 当宝 必要 互相 折磨 意思 事钱 关系 永远 不好 放心 生物 没什么 结婚 结婚 重要 精力 工作 难受 逃避 晚年 管够 传宗接代 不想
tb.1.6b1ef3e4.-Cr-suT0iVapELpy0irUIw,倾诉 检查 初中 情绪 稳定 情况 暴躁 东西 扛过来 遇到 事情 情绪低落 心想 自杀 情况
tb.1.6b50f051.lB4mPfFTfw94Kf0P5WTYWw,长期 停药 断药 想断 长期 停药 断药 想断
