portrait,content_new
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,真的很讨厌。脸上的痘痘一直在冒。但好在不是很明显。不是第一眼就看得出来的那种。说实话我。战痘。已经年了。小学五年级开始讨厌的痘痘就开始出现了。有一段时间简直崩溃了。但后来心态调整好了。就没那么难受了。痘痘一直在不断的消了冒。真的很烦很烦。主要就是额头上冒痘。网上说原因主要就是压力大。睡眠不足。情绪不稳定之类的。我也很无奈啊。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,一直以来最喜欢的都是外公。外公三观很正。是个很慈祥和善的人。外公也对我很好。而且记得小时候差不多二年级的时候吧。功课不会做都是外公教的。现在就在外婆外公家。有种。小时候的感觉吧。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,心里很烦。作业太多了。不想写。喘不过气来。
tb.1.56daa51b.6yYklVRWkMWCJbGaGGllXA,我一去学校就紧张害怕。本该上高二的。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,你们说。人活着是为了什么。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,平常真的很爱写小说。很喜欢很喜欢。有在别的帖子开了很多同人文的贴吧。有个贴吧发文要过审核。过啦。很开心。有动力熬夜写作业了。
tb.1.a1d3e178.dzvW8pVhRYOGbvaPX9s5Yw,抱抱你。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,有点累。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,心里很烦很烦很烦。明天五点半就要起但心里很烦。在床上翻来复去的就觉得很难受不舒服。总感觉自己在精神崩溃边缘。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,哈哈恐怕是上学恐惧症。我也说过很多次了嘛。只有休息的时候心情稳定。有时候在学校听着课写着作业真的总感觉下一秒要疯掉。明天。大概不会好过了吧。苦笑。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,躲在被窝里哭。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,心情。有点复杂。也有点气。班上小鸡肚肠的男生很多。很讨厌很讨厌。从来不思考自己。只会说别人。太小心眼了。有时候自己错了还推卸责任怪别人说。都怪你。我同桌和后面一个男生还说什么。女生本来就不。是。东。西。什么叫有女儿很好。有儿子明明更好。这种人。真恶心。我们班三观不正的人很多。每个班都有几个。自以为自己很正义。事实上自己完全三观不正的人。很气吧。绘画课上我前面那男生回过头来说话。我同桌叫他的。我同桌是让他看老师发给我的那张人物图纸。我往前一扔。他在那边笑。老师就说他了。后来老师骂完他他还扭过头来对我说。都怪你。我。想骂人。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,心里很烦躁。觉得活着特别没有意义。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,心情挺复杂的。从早上一直崩溃到现在。我们班的男生。真的很讨厌。很让我恶心。很烦。而且。我貌似。被老师讨厌了。嘛算了。我那么在意老师干什么。反正她只负责教我们知识。她的课还是得讲的。其馀的。我干嘛要逼着我自己喜欢她。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,后来啊。我变成了我自己都讨厌的模样。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天。一切都还好。只是。心情有点低落。不过也是小巫见大巫了。今天很冷很冷。就像过冬一样。衣服穿的有点少。很冷。明天。估计。要完蛋了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,喜欢一个男孩年了。单相思。放学时看见一个女孩开心的叫着他名字。还对他招手。这家伙。人气。也太高了。我当时在心底骂了这个女孩几句。我不知道为什么要骂她。但后来我发现。是我嫉妒了。真的很对不起她呐。被嫉妒冲昏了头脑。我。跟喜欢的人不在一个班。所以。我没办法像她那样。那么开心的朝着他招手。一定。很开心吧。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,总算是把我的。AIR。补完了。哭惨了。有时间的话满满补。CLANND。听说这个更催泪。第一部我看了不少了。还没哭过。就是琴美线和风子线真的感动到了。
tb.1.20706fec.i1DynVZhTTKFpRjiA-zdIQ,我一直吃舍曲林。个月了。最近得去视力不太好。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,六年级的时候。班上一个男生追过我一段时间。小升初考试那天跟我表白了。但我知道。他不喜欢我。只是因为。我长得像他喜欢的女生罢了。把我当替身。他很渣。同时喜欢个女生。他那时候经常揉我试卷。嘲笑我。扯我头发。把我书包弄地上。无缘无故骂我骂的很难听。但会在我有时候遇到困难时。真的是有时候。很少。一边骂我。蠢。猪。笨死了。一边帮我。现在的我搞明白是为什么了。是因为。他在刷存在感。让我讨厌他。这样就能记住他。我喜欢一男生好几年了。很喜欢他。总是精心打扮一番去学校。但由于跟他不在同一个班。他就看不到。而且我只跟他当过三年同学。我们学校有初中和小学。直升的。但。碍于。猪队友。我经常说我讨厌他。今天碰到他了。我的一个朋友也认识他。就跟我吐槽他。因为我经常说我讨厌他。然后他就听到了。估计要开始讨厌我了。我干脆将错就错算了。与其在他心里是个小透明。还不如。刷点存在感。至少。给自己点安慰。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我总是在失而复得中挣扎。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,周五都是点放学。我可以说快崩溃了。月考成绩下来了。我很不出意外的考砸了。而且。我这个万年倒数也没变。下个星期三。学校通考。整个年级一起考一张数学卷子。而且分教室。那都不可能抄得到。又要排名次。就怕是整个年级的名次。那估计直接名了。班上还好。至少没那么糟。今天月考下来后。老师说下周三通考排名次的时候。真的有种想去死的冲动。我真的很讨厌考试排名次。通考可以。但能不能别排名次。排也就算了。如果是整个年级一排。那我真的要去死了。考个。名真的挺。好看的。我又厌学。上课什么都听不进去。但又要面子。就怕被整个年级看不起。我现在连及格都不知道是什么了。数学考试都不知道多久没及格过了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,昨晚写作业写到点。还是没写完。然后很累了。打算睡觉。但没睡着。后来就莫名其妙的哭了。哭着哭着。哭累了。就睡着了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,今天又被那个男生惹到了。他被选为管路队的。然后呢。我没讲话。还非要说我讲话。还去老师那里告我。说我不承认自己讲话了。我有什么办法呢。他站在最顶端。他是管理者。老师不信他信谁。信我这个学渣吗。太可笑了。我真是跳进黄河也洗不清了。估计等我死了。消失了。他就高兴了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,如果。杀人不犯法。那我可能已经背负上。杀人狂。的名称了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,真的是很喜欢。Alice。这个英文名呢。不受拘束的灵魂。刚刚拿到尖针在左手手背上刻了个。Alice。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,明天。上战场了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,抽考很难。考试时差一点就哭出来了。提早放学嘛。我爸来接我。但他晚了点。我没等到。跟同学一起走了。我明明借了同学家长电话打给我妈了。然后因为不同路自己走回去了。到小区门口就看到我爸爸。奶奶在等我。之后我爸就一路走一路骂我了。我都这么大了。我都初二了。我自己回家会死是吗。现在躲在厕所里哭。哭的连气都喘不上来。上帝太想让我死了。但要死。我也要死个清白。以前。总是我爸吼两句我就不敢说了。是啊。我永远错了。但这一次。我说什么。都不原谅。什么。你爸爸也是担心你。之类的。说什么。我都不原谅了。我退了很多步了。很多很多很多步。但从简单的说我几句。到骂我脑子有病。再到现在无缘无故把气撒我身上。我真的不能再退了。后面已经是悬崖了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,明天我拿到卷子了。还要接着哭。真是够了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,上帝完全在逼着我去死。为什么呢。为什么不一开始就不让我活下来。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我早就不是那个喜欢粉色喜欢扎着双马尾会说一些天马行空的大话家长不来接会急哭的小女孩了。我变了很多很多很多。我不是个孩子了。我知道我在干什么。我知道我想干什么。现在压力本来就大。我家长都说。我的童年比别人幸福的多。别人小时候从幼儿园回去就要练琴。上补习班。小学功课有点紧了可能都抽不出时间。可我呢。只是你们没看见而已。在幼儿园里被老师同学欺负。被看不起。被嘲笑。这都是我。这都是你们没看到的。这都是我从来没说过的。我不想让家人担心。我只想在家人面前装作是个依旧活的开开心心的小女孩。但这。不是他们肆意评判我的理由。我很清楚我在做什么。我很清楚我要做什么。我早就不是那个乐天派。那个没心没肺的女孩了。我流的眼泪水。我流的血我可以自己擦了。我错了。我永远都错了。什么事都是我错了。我想。我连活着。都是错的呢。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,初三时。我们就要分班了。只有一年了。就要跟班上这群人say。g。dbye了。说到底。我还是没朋友。只希望升初三后。能交到朋友。我又要加入一个新班集体。又要和不同的人打交道。五年级分过一个班。我用了半年时间。才习惯了新班级。初中分班。我花了一整个学期的时间。才开始接受新班级。因为。初中实在太苦了。也有几个以前班上的人跟我一个班。关系就那么样吧。说不上很好。我从小到大最讨厌的事就是去习惯。适应新班集体。因为这对于我来说。太困难了。大家都不愿意跟我一个学渣玩。我也就那么几个可以聊聊天的同学。我现在连一个能手拉着手的朋友都没有。不对。已经年没有了。记得六年级刚开学一个多月时。那天刚好周五。老师说。离毕业分班又近了一个星期咯。好多人在说。不要。老师都笑起来了。怎么可能不要呢。你们要升初中了啊。分班后。大家都变了许多。有的人。从以前不起眼的小角色。变成了课代表或者是副班长。有的人。从以前不被看好的倒数。变成了全班前。有的人。从以前的堕落。到后来的更加绝望。这就是我。我不愿意给自己下诅咒。但这个诅咒。是在我来到这个世界上时。上帝给我下的。之前我看到过一个活动。你死前说的最后一句话会是什么。我想。一定我会说。生而为人。我很抱歉。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,。人生总是这么痛苦吗。还是只有小时候这样。总是如此。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,上次这么狼狈。是多久前呢。反正没有很久。上帝又来抹杀我活着的唯一希望了。很累。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,点多睡的。今早差不多点半就醒过来了。睡的还挺舒服的。平常上学也就只能睡。个小时吧。准备开始补作业了。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,下午出去玩了。也没有特别高兴吧。散散心。点多的时候去KFC。和一个同学一起的。排队排了半天。我后面还有个人。那个服务员就像没看到我一样。直接招呼后面的人先买单。嗯。很明显看不起小孩子嘛。后来很尴尬。我家没人。但我同学家长来接她了。我没办法。我只好先去她家玩了一会。很尴尬很尴尬。今晚要背很多东西。英语课文。语文课文。古诗。成语。明天又要开始新的一周了。会怎么样呢。反正我不是很期待。每次上学时心情就在崩溃边缘。很难受。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,我的百度贴吧。出了点bug。发不出东西啊好像。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,别的吧里开了好几个同人文的帖子。今天两个没什么动静的帖子突然有好几人来支持。心里好暖的。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,明天会怎么样呢。又是新的一周。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,是的。我是个坏女孩。这点我不否认。我不是个好孩子。不会诚实守信。不玩心机。乐于助人。我会耍小心机。会抱怨生活。会抱怨他人。可我也只是个被现实鞭打的孩子罢了。我满口谎言。满口脏话。可这是我保护自己的唯一办法。若不这样做。我只会伤的更深。我知道我是个自私。任性。不讨人喜欢的女孩。也许站在自己的立场。自己永远没有错。自己永远不是那个心机girl。自恋girl。至少很多人都是这么个理念。有时候需要认清自己的错误。但同时。在清楚的那一刹那。会变得自卑。我很讨厌班上的那几个女孩子。因为她们盛气凌人。趾高气昂。张扬跋扈。还总有一些令人恶心的小秘密。可我知道。我在一些女孩心里。也是那个。盛气凌人。的人。但那些人不知道的是。我经历过的比她们看见的更多。如果说。能有哪个女孩经历过跟我差不多的事。但依旧保持一颗纯净的心。那那个女孩。一定是个不折不扣的天使。她们没有感受过被孤立。被看不起。被打骂。被揭老底。没有经历过被自己爸爸骂脑子有问题。张口闭口就是吼的话语。她们跟我不一样。她们盛气凌人。是因为娇惯。我盛气凌人。是我唯一让自己不受伤的办法。我经常吼完人后就躲起来哭。我从不想变成一个暴躁。刁钻的女孩。可如果我只是一昧的妥协。软弱无能。我终究有一天。要被那些人给逼死。我现在所能做的。就是尽可能跟一些人聊聊吧。抑郁症这个病很痛苦很痛苦。我不希望那么多人患上。我希望大家都能够好起来。明天会怎么样呢。我可一点也不期待。但我不得不抬起头来去面对。不是吗。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,上帝总在变着法子折磨我。我算是明白了。在学校里。只要不付出真心。那就算被抛弃了也不会心痛了对吧。
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,明天又要数学考试了。今天心里一团糟。只想周六周日快点来。明天数学考试的话。我的目标很简单。及格就行。而且最好周五当天就发下来。让我周六周日过的踏实点。不要让我唯一能成正常人的两天都过的忐忑不安了。
